LL_xmag,LL_ymag,LL_zmag,activity,individual,set
0.44456,0.34642,-0.030882,a14,p1,s53
0.41191,0.36568,-0.030959,a14,p1,s53
0.38696,0.37197,-0.044325,a14,p1,s53
0.37169,0.37887,-0.070373,a14,p1,s53
0.35968,0.3938,-0.079379,a14,p1,s53
0.34908,0.41528,-0.068063,a14,p1,s53
0.34054,0.43493,-0.070555,a14,p1,s53
0.34212,0.45247,-0.060498,a14,p1,s53
0.36661,0.46031,-0.023698,a14,p1,s53
0.40891,0.45318,0.03236,a14,p1,s53
0.45702,0.4303,0.061609,a14,p1,s53
0.49683,0.41148,0.081644,a14,p1,s53
0.53902,0.37563,0.11492,a14,p1,s53
0.57331,0.33718,0.13395,a14,p1,s53
0.60201,0.29445,0.12321,a14,p1,s53
0.62247,0.26706,0.10768,a14,p1,s53
0.63142,0.2477,0.10687,a14,p1,s53
0.63605,0.22346,0.10416,a14,p1,s53
0.63495,0.21449,0.091172,a14,p1,s53
0.61788,0.22601,0.075842,a14,p1,s53
0.59966,0.24216,0.070986,a14,p1,s53
0.58941,0.24909,0.062715,a14,p1,s53
0.57064,0.26242,0.048091,a14,p1,s53
0.54437,0.28493,0.026965,a14,p1,s53
0.51143,0.30767,0.001646,a14,p1,s53
0.48465,0.3246,-0.012902,a14,p1,s53
0.45833,0.34178,-0.024925,a14,p1,s53
0.4262,0.35673,-0.044112,a14,p1,s53
0.39782,0.3705,-0.059448,a14,p1,s53
0.37764,0.39023,-0.070394,a14,p1,s53
0.36325,0.41766,-0.051759,a14,p1,s53
0.35647,0.43507,-0.036138,a14,p1,s53
0.35275,0.44329,-0.049258,a14,p1,s53
0.35332,0.4463,-0.062674,a14,p1,s53
0.37263,0.44738,-0.043533,a14,p1,s53
0.41057,0.44323,-0.002902,a14,p1,s53
0.45143,0.42666,0.033682,a14,p1,s53
0.49845,0.39758,0.063276,a14,p1,s53
0.53309,0.37068,0.08568,a14,p1,s53
0.5663,0.3457,0.09608,a14,p1,s53
0.59302,0.3232,0.083576,a14,p1,s53
0.60516,0.29808,0.085358,a14,p1,s53
0.62207,0.26258,0.10868,a14,p1,s53
0.6445,0.2091,0.119,a14,p1,s53
0.65617,0.17591,0.1274,a14,p1,s53
0.66168,0.16614,0.1067,a14,p1,s53
0.66099,0.16428,0.091612,a14,p1,s53
0.64806,0.17445,0.069154,a14,p1,s53
0.63139,0.19585,0.051931,a14,p1,s53
0.60763,0.21984,0.045428,a14,p1,s53
0.58431,0.23832,0.022086,a14,p1,s53
0.55436,0.26857,-0.000891,a14,p1,s53
0.51287,0.29975,-0.025315,a14,p1,s53
0.47342,0.32211,-0.043416,a14,p1,s53
0.43509,0.34655,-0.058606,a14,p1,s53
0.41094,0.36384,-0.064468,a14,p1,s53
0.39209,0.38276,-0.055752,a14,p1,s53
0.37772,0.40678,-0.053743,a14,p1,s53
0.36388,0.43075,-0.044564,a14,p1,s53
0.35063,0.45184,-0.053061,a14,p1,s53
0.34268,0.4684,-0.06263,a14,p1,s54
0.34412,0.48212,-0.051447,a14,p1,s54
0.36561,0.49111,0.000733,a14,p1,s54
0.40533,0.48353,0.045061,a14,p1,s54
0.45727,0.46127,0.083296,a14,p1,s54
0.49815,0.43571,0.12574,a14,p1,s54
0.53042,0.40814,0.13007,a14,p1,s54
0.55236,0.38997,0.12925,a14,p1,s54
0.57596,0.36541,0.10821,a14,p1,s54
0.59381,0.33671,0.10402,a14,p1,s54
0.61363,0.30405,0.1042,a14,p1,s54
0.62735,0.27765,0.1038,a14,p1,s54
0.63061,0.26406,0.098724,a14,p1,s54
0.6267,0.26439,0.085214,a14,p1,s54
0.6154,0.27406,0.077786,a14,p1,s54
0.60266,0.28424,0.070567,a14,p1,s54
0.59118,0.29301,0.060367,a14,p1,s54
0.5711,0.31053,0.046684,a14,p1,s54
0.54341,0.33496,0.02998,a14,p1,s54
0.50477,0.36218,0.012874,a14,p1,s54
0.46676,0.38615,-0.008788,a14,p1,s54
0.43283,0.40736,-0.024307,a14,p1,s54
0.40188,0.41816,-0.033578,a14,p1,s54
0.37807,0.42637,-0.0382,a14,p1,s54
0.3596,0.43209,-0.053733,a14,p1,s54
0.35074,0.44068,-0.053646,a14,p1,s54
0.34782,0.44709,-0.054255,a14,p1,s54
0.35051,0.4462,-0.053887,a14,p1,s54
0.35828,0.44959,-0.041516,a14,p1,s54
0.38576,0.44855,-0.009092,a14,p1,s54
0.42494,0.44165,0.015337,a14,p1,s54
0.46155,0.42706,0.028832,a14,p1,s54
0.50521,0.402,0.062219,a14,p1,s54
0.54347,0.36974,0.10033,a14,p1,s54
0.57818,0.32933,0.11941,a14,p1,s54
0.60913,0.29401,0.10622,a14,p1,s54
0.62317,0.27199,0.10006,a14,p1,s54
0.63313,0.24653,0.10827,a14,p1,s54
0.65736,0.19111,0.11749,a14,p1,s54
0.67878,0.13654,0.099318,a14,p1,s54
0.68368,0.12243,0.082131,a14,p1,s54
0.68149,0.12013,0.087933,a14,p1,s54
0.68063,0.10966,0.081608,a14,p1,s54
0.67519,0.11323,0.07143,a14,p1,s54
0.65568,0.15014,0.051043,a14,p1,s54
0.6297,0.17872,0.027688,a14,p1,s54
0.60158,0.20253,-0.009293,a14,p1,s54
0.5561,0.23144,-0.048647,a14,p1,s54
0.50745,0.25171,-0.063961,a14,p1,s54
0.4548,0.27446,-0.080906,a14,p1,s54
0.42262,0.2948,-0.068932,a14,p1,s54
0.40999,0.30209,-0.058872,a14,p1,s54
0.40775,0.29681,-0.075804,a14,p1,s54
0.41756,0.29665,-0.10861,a14,p1,s54
0.4236,0.32412,-0.10098,a14,p1,s54
0.41831,0.35024,-0.087057,a14,p1,s54
0.40387,0.37772,-0.07266,a14,p1,s54
0.40477,0.40054,-0.049073,a14,p1,s54
0.42723,0.40891,-0.016447,a14,p1,s54
0.46074,0.40562,0.008931,a14,p1,s54
0.4985,0.3874,0.033663,a14,p1,s54
0.53543,0.35945,0.074183,a14,p1,s54
0.56989,0.32681,0.10557,a14,p1,s54
0.59561,0.29796,0.11262,a14,p1,s54
0.61697,0.26561,0.10848,a14,p1,s54
0.63438,0.23253,0.10832,a14,p1,s54
0.66049,0.18384,0.099063,a14,p1,s54
0.67615,0.13847,0.072715,a14,p1,s54
0.66981,0.14919,0.071519,a14,p1,s54
0.66696,0.12725,0.082964,a14,p1,s54
0.66531,0.11358,0.081575,a14,p1,s54
0.6553,0.13138,0.062376,a14,p1,s54
0.62858,0.16628,0.053586,a14,p1,s54
0.60011,0.19336,0.050451,a14,p1,s54
0.57639,0.21442,0.016708,a14,p1,s54
0.54951,0.23819,0.002026,a14,p1,s54
0.5249,0.25595,-0.013532,a14,p1,s54
0.49874,0.27784,-0.02246,a14,p1,s54
0.47178,0.3027,-0.025373,a14,p1,s54
0.44158,0.32362,-0.033352,a14,p1,s54
0.41838,0.33873,-0.044709,a14,p1,s54
0.40039,0.35441,-0.055512,a14,p1,s54
0.38202,0.3764,-0.06671,a14,p1,s54
0.36821,0.40565,-0.059745,a14,p1,s54
0.35274,0.43204,-0.043373,a14,p1,s54
0.3443,0.44681,-0.04352,a14,p1,s54
0.34154,0.45851,-0.046475,a14,p1,s54
0.34676,0.46652,-0.039037,a14,p1,s54
0.37346,0.46923,-0.000341,a14,p1,s54
0.41617,0.45387,0.034301,a14,p1,s54
0.4602,0.42933,0.0673,a14,p1,s54
0.49735,0.4131,0.089458,a14,p1,s54
0.53332,0.38528,0.11153,a14,p1,s54
0.56313,0.35101,0.12809,a14,p1,s54
0.58926,0.31617,0.11261,a14,p1,s54
0.61124,0.28568,0.10633,a14,p1,s54
0.62835,0.25707,0.10648,a14,p1,s54
0.64087,0.2227,0.11361,a14,p1,s54
0.66018,0.17552,0.12041,a14,p1,s54
0.67483,0.12825,0.10002,a14,p1,s54
0.67654,0.1193,0.08726,a14,p1,s54
0.67495,0.11565,0.081315,a14,p1,s54
0.66617,0.12195,0.071245,a14,p1,s54
0.64683,0.14971,0.060572,a14,p1,s54
0.61247,0.18738,0.04049,a14,p1,s54
0.58709,0.21396,0.021432,a14,p1,s54
0.5591,0.23674,-0.00135,a14,p1,s54
0.51766,0.26255,-0.026076,a14,p1,s54
0.47716,0.28071,-0.046389,a14,p1,s54
0.4361,0.30065,-0.059732,a14,p1,s54
0.40727,0.3093,-0.060285,a14,p1,s54
0.39198,0.31284,-0.061767,a14,p1,s54
0.38093,0.32669,-0.06516,a14,p1,s54
0.38198,0.3386,-0.073959,a14,p1,s54
0.38256,0.35946,-0.084132,a14,p1,s54
0.37335,0.38645,-0.085325,a14,p1,s54
0.36344,0.40945,-0.080636,a14,p1,s54
0.36314,0.43258,-0.048085,a14,p1,s54
0.38679,0.44067,0.004325,a14,p1,s54
0.42435,0.43491,0.048296,a14,p1,s54
0.46836,0.41749,0.062481,a14,p1,s54
0.5084,0.39601,0.07052,a14,p1,s54
0.54438,0.36482,0.10299,a14,p1,s54
0.57385,0.32993,0.11491,a14,p1,s54
0.59853,0.2952,0.09952,a14,p1,s54
0.61561,0.26785,0.090372,a14,p1,s55
0.63133,0.23631,0.092785,a14,p1,s55
0.64704,0.19411,0.096587,a14,p1,s55
0.65523,0.16781,0.091375,a14,p1,s55
0.65567,0.14269,0.078474,a14,p1,s55
0.64773,0.15062,0.062174,a14,p1,s55
0.63593,0.17244,0.048143,a14,p1,s55
0.6196,0.19912,0.043813,a14,p1,s55
0.6127,0.2169,0.014512,a14,p1,s55
0.5881,0.25646,0.001067,a14,p1,s55
0.55663,0.29631,-0.008099,a14,p1,s55
0.52817,0.32764,-0.01595,a14,p1,s55
0.48595,0.36532,-0.014688,a14,p1,s55
0.44866,0.38784,-0.017756,a14,p1,s55
0.40799,0.40885,-0.032696,a14,p1,s55
0.38998,0.41126,-0.06061,a14,p1,s55
0.38539,0.40867,-0.071175,a14,p1,s55
0.38441,0.41205,-0.067559,a14,p1,s55
0.38612,0.40892,-0.068374,a14,p1,s55
0.39082,0.4019,-0.072466,a14,p1,s55
0.40016,0.38832,-0.072445,a14,p1,s55
0.41111,0.38151,-0.062032,a14,p1,s55
0.43686,0.38147,-0.02411,a14,p1,s55
0.48128,0.36815,0.019823,a14,p1,s55
0.53275,0.33994,0.061343,a14,p1,s55
0.56946,0.30979,0.096729,a14,p1,s55
0.59943,0.2734,0.09876,a14,p1,s55
0.62137,0.24604,0.09626,a14,p1,s55
0.64394,0.19928,0.087913,a14,p1,s55
0.65523,0.16417,0.087203,a14,p1,s55
0.66139,0.13988,0.090765,a14,p1,s55
0.66656,0.12193,0.091132,a14,p1,s55
0.66231,0.12086,0.087306,a14,p1,s55
0.65014,0.14207,0.082548,a14,p1,s55
0.62245,0.18081,0.068622,a14,p1,s55
0.59945,0.20462,0.054328,a14,p1,s55
0.5825,0.22189,0.043396,a14,p1,s55
0.56167,0.24843,0.035745,a14,p1,s55
0.53896,0.27748,0.022688,a14,p1,s55
0.51408,0.30195,0.006334,a14,p1,s55
0.48757,0.33202,-0.007526,a14,p1,s55
0.46099,0.35825,-0.016017,a14,p1,s55
0.43174,0.37937,-0.030859,a14,p1,s55
0.40945,0.39551,-0.038628,a14,p1,s55
0.38362,0.41506,-0.050682,a14,p1,s55
0.36272,0.44322,-0.048296,a14,p1,s55
0.34604,0.46881,-0.030358,a14,p1,s55
0.33126,0.48345,-0.022888,a14,p1,s55
0.32622,0.48996,-0.021713,a14,p1,s55
0.32904,0.49333,-0.011616,a14,p1,s55
0.34574,0.4957,0.008351,a14,p1,s55
0.37094,0.49395,0.027606,a14,p1,s55
0.41441,0.48076,0.054944,a14,p1,s55
0.45901,0.4564,0.083056,a14,p1,s55
0.50859,0.42624,0.12018,a14,p1,s55
0.54289,0.39585,0.1335,a14,p1,s55
0.56251,0.37455,0.12565,a14,p1,s55
0.58308,0.34963,0.11206,a14,p1,s55
0.60407,0.31619,0.11176,a14,p1,s55
0.6214,0.2802,0.11351,a14,p1,s55
0.63262,0.25191,0.11493,a14,p1,s55
0.64001,0.23245,0.10903,a14,p1,s55
0.63308,0.23249,0.095959,a14,p1,s55
0.61877,0.24296,0.08378,a14,p1,s55
0.59768,0.26157,0.063814,a14,p1,s55
0.57838,0.27728,0.047801,a14,p1,s55
0.55624,0.29766,0.035585,a14,p1,s55
0.52473,0.31889,0.02067,a14,p1,s55
0.49588,0.34022,0.012991,a14,p1,s55
0.45847,0.36729,0.000163,a14,p1,s55
0.42561,0.38708,-0.017154,a14,p1,s55
0.40232,0.39956,-0.028332,a14,p1,s55
0.38026,0.41598,-0.038485,a14,p1,s55
0.36267,0.4397,-0.051412,a14,p1,s55
0.34474,0.46433,-0.047143,a14,p1,s55
0.33742,0.47623,-0.032494,a14,p1,s55
0.33523,0.47982,-0.023753,a14,p1,s55
0.3368,0.48191,-0.020165,a14,p1,s55
0.34788,0.4849,-0.00251,a14,p1,s55
0.37824,0.4793,0.028508,a14,p1,s55
0.42127,0.46664,0.053703,a14,p1,s55
0.46054,0.44818,0.077163,a14,p1,s55
0.50214,0.41947,0.10341,a14,p1,s55
0.54004,0.38703,0.11476,a14,p1,s55
0.57569,0.34761,0.10868,a14,p1,s55
0.60011,0.31875,0.099929,a14,p1,s55
0.61699,0.28979,0.10949,a14,p1,s55
0.64105,0.24048,0.10839,a14,p1,s55
0.65738,0.20129,0.099567,a14,p1,s55
0.66208,0.17197,0.089662,a14,p1,s55
0.66217,0.16231,0.081895,a14,p1,s55
0.65463,0.1748,0.07175,a14,p1,s55
0.63777,0.20097,0.065691,a14,p1,s55
0.61092,0.22936,0.064835,a14,p1,s55
0.58177,0.256,0.050424,a14,p1,s55
0.54866,0.28608,0.027873,a14,p1,s55
0.51402,0.30421,-0.013981,a14,p1,s55
0.47297,0.31729,-0.057139,a14,p1,s55
0.44577,0.32313,-0.065007,a14,p1,s55
0.41958,0.34118,-0.053195,a14,p1,s55
0.40262,0.35969,-0.038713,a14,p1,s55
0.3925,0.37207,-0.02244,a14,p1,s55
0.38754,0.3803,-0.037855,a14,p1,s55
0.38582,0.39543,-0.058594,a14,p1,s55
0.37869,0.4086,-0.070196,a14,p1,s55
0.37605,0.41529,-0.072392,a14,p1,s55
0.37025,0.42887,-0.051366,a14,p1,s55
0.37904,0.43955,-0.012861,a14,p1,s55
0.40646,0.43817,0.013216,a14,p1,s55
0.44413,0.42357,0.028205,a14,p1,s55
0.48558,0.39874,0.045891,a14,p1,s55
0.52876,0.3723,0.068829,a14,p1,s55
0.56613,0.33761,0.081665,a14,p1,s55
0.60372,0.29438,0.07784,a14,p1,s55
0.63035,0.24813,0.076105,a14,p1,s55
0.65163,0.19969,0.078744,a14,p1,s55
0.66792,0.15704,0.074227,a14,p1,s55
0.66887,0.14366,0.072121,a14,p1,s55
0.66659,0.14006,0.074897,a14,p1,s55
0.65678,0.14167,0.075349,a14,p1,s55
0.63969,0.16801,0.064244,a14,p1,s55
0.61861,0.20084,0.057793,a14,p1,s55
0.59878,0.22018,0.047923,a14,p1,s55
0.58135,0.24122,0.024054,a14,p1,s55
0.54413,0.28086,0.00146,a14,p1,s55
0.51049,0.31057,-0.024678,a14,p1,s56
0.48188,0.33166,-0.034597,a14,p1,s56
0.44819,0.35356,-0.037406,a14,p1,s56
0.41861,0.36909,-0.04341,a14,p1,s56
0.3934,0.38094,-0.044701,a14,p1,s56
0.37851,0.38562,-0.056791,a14,p1,s56
0.37733,0.39336,-0.073269,a14,p1,s56
0.37295,0.40498,-0.069385,a14,p1,s56
0.36958,0.41134,-0.063516,a14,p1,s56
0.374,0.41347,-0.060897,a14,p1,s56
0.38035,0.41959,-0.045571,a14,p1,s56
0.40039,0.42217,-0.014505,a14,p1,s56
0.44455,0.4095,0.013376,a14,p1,s56
0.48924,0.39398,0.037087,a14,p1,s56
0.54367,0.36457,0.067992,a14,p1,s56
0.57091,0.33856,0.099819,a14,p1,s56
0.60317,0.29578,0.099525,a14,p1,s56
0.63419,0.2434,0.096719,a14,p1,s56
0.65676,0.19823,0.086885,a14,p1,s56
0.66432,0.17652,0.083025,a14,p1,s56
0.66143,0.17068,0.085956,a14,p1,s56
0.65943,0.16683,0.088746,a14,p1,s56
0.64498,0.19119,0.080677,a14,p1,s56
0.6208,0.22985,0.081968,a14,p1,s56
0.5998,0.25108,0.079975,a14,p1,s56
0.58915,0.26473,0.053016,a14,p1,s56
0.56769,0.29398,0.033635,a14,p1,s56
0.5293,0.33168,0.005607,a14,p1,s56
0.48508,0.36049,-0.020191,a14,p1,s56
0.44647,0.38439,-0.031938,a14,p1,s56
0.41565,0.39799,-0.029732,a14,p1,s56
0.39243,0.40483,-0.026494,a14,p1,s56
0.37585,0.40696,-0.033159,a14,p1,s56
0.36813,0.41063,-0.058117,a14,p1,s56
0.36379,0.42028,-0.070359,a14,p1,s56
0.36146,0.42467,-0.063361,a14,p1,s56
0.35948,0.42974,-0.058616,a14,p1,s56
0.36242,0.43986,-0.038439,a14,p1,s56
0.38749,0.44336,-0.001929,a14,p1,s56
0.42917,0.4308,0.0264,a14,p1,s56
0.47636,0.40692,0.046637,a14,p1,s56
0.51528,0.38345,0.071636,a14,p1,s56
0.55,0.35368,0.090788,a14,p1,s56
0.58005,0.32091,0.10004,a14,p1,s56
0.61071,0.27986,0.094497,a14,p1,s56
0.62143,0.25862,0.10106,a14,p1,s56
0.6363,0.22533,0.10785,a14,p1,s56
0.65341,0.18211,0.10894,a14,p1,s56
0.66361,0.15349,0.10171,a14,p1,s56
0.6601,0.14493,0.099375,a14,p1,s56
0.65361,0.15208,0.084593,a14,p1,s56
0.64143,0.17043,0.059485,a14,p1,s56
0.6189,0.19702,0.043035,a14,p1,s56
0.59768,0.22183,0.020564,a14,p1,s56
0.56029,0.25727,-0.003283,a14,p1,s56
0.51778,0.28714,-0.02719,a14,p1,s56
0.48133,0.30603,-0.052025,a14,p1,s56
0.4431,0.32267,-0.059917,a14,p1,s56
0.41408,0.33923,-0.063405,a14,p1,s56
0.38727,0.3508,-0.064875,a14,p1,s56
0.37976,0.35838,-0.06817,a14,p1,s56
0.37823,0.37773,-0.07295,a14,p1,s56
0.37418,0.39919,-0.066323,a14,p1,s56
0.36734,0.4129,-0.063087,a14,p1,s56
0.36497,0.42833,-0.056427,a14,p1,s56
0.38278,0.43919,-0.028898,a14,p1,s56
0.40925,0.43899,0.013422,a14,p1,s56
0.45108,0.4244,0.048949,a14,p1,s56
0.49502,0.40165,0.071975,a14,p1,s56
0.541,0.37413,0.10204,a14,p1,s56
0.56671,0.3488,0.11314,a14,p1,s56
0.59407,0.31446,0.1018,a14,p1,s56
0.61856,0.27468,0.11008,a14,p1,s56
0.64719,0.21655,0.11724,a14,p1,s56
0.67592,0.16032,0.10066,a14,p1,s56
0.67384,0.16022,0.093966,a14,p1,s56
0.67005,0.15793,0.096272,a14,p1,s56
0.66724,0.15241,0.093105,a14,p1,s56
0.65489,0.17339,0.084106,a14,p1,s56
0.62767,0.21607,0.071845,a14,p1,s56
0.60488,0.23984,0.062195,a14,p1,s56
0.58612,0.25526,0.033618,a14,p1,s56
0.55115,0.28814,0.004332,a14,p1,s56
0.50827,0.31479,-0.028935,a14,p1,s56
0.46257,0.33817,-0.050439,a14,p1,s56
0.4291,0.35857,-0.046986,a14,p1,s56
0.39999,0.37701,-0.038853,a14,p1,s56
0.37974,0.39035,-0.039218,a14,p1,s56
0.36634,0.39676,-0.052485,a14,p1,s56
0.35843,0.41249,-0.072374,a14,p1,s56
0.352,0.43102,-0.064444,a14,p1,s56
0.34778,0.44434,-0.058069,a14,p1,s56
0.35638,0.45625,-0.025554,a14,p1,s56
0.38487,0.45755,0.0119,a14,p1,s56
0.42848,0.44608,0.054183,a14,p1,s56
0.47187,0.42712,0.06321,a14,p1,s56
0.51384,0.40044,0.082139,a14,p1,s56
0.54679,0.36873,0.11121,a14,p1,s56
0.5751,0.33991,0.11742,a14,p1,s56
0.60611,0.30245,0.10638,a14,p1,s56
0.62235,0.27375,0.10002,a14,p1,s56
0.63508,0.24535,0.10016,a14,p1,s56
0.64601,0.2215,0.10559,a14,p1,s56
0.64999,0.21159,0.1002,a14,p1,s56
0.64051,0.21483,0.094537,a14,p1,s56
0.62187,0.23569,0.0758,a14,p1,s56
0.60458,0.25929,0.06156,a14,p1,s56
0.58239,0.28319,0.052854,a14,p1,s56
0.55436,0.31338,0.039871,a14,p1,s56
0.51126,0.34986,0.027216,a14,p1,s56
0.47474,0.37458,0.013267,a14,p1,s56
0.44422,0.39698,0.001276,a14,p1,s56
0.41374,0.41727,-0.010675,a14,p1,s56
0.38681,0.43129,-0.022396,a14,p1,s56
0.36071,0.44697,-0.042468,a14,p1,s56
0.34523,0.46361,-0.038767,a14,p1,s56
0.33807,0.47336,-0.03507,a14,p1,s56
0.33457,0.47441,-0.039176,a14,p1,s56
0.34087,0.47527,-0.04005,a14,p1,s56
0.36358,0.47578,-0.008992,a14,p1,s56
0.40163,0.47152,0.027546,a14,p1,s56
0.44325,0.45685,0.040279,a14,p1,s56
0.49175,0.43041,0.070542,a14,p1,s56
0.53528,0.39125,0.10671,a14,p1,s56
0.5807,0.34044,0.13958,a14,p1,s56
0.61347,0.29296,0.13621,a14,p1,s57
0.63399,0.24785,0.13095,a14,p1,s57
0.66209,0.18257,0.12789,a14,p1,s57
0.67856,0.14142,0.10069,a14,p1,s57
0.67463,0.14676,0.10232,a14,p1,s57
0.67149,0.13688,0.10121,a14,p1,s57
0.66519,0.14629,0.10031,a14,p1,s57
0.64504,0.18247,0.0872,a14,p1,s57
0.61604,0.2168,0.063642,a14,p1,s57
0.5837,0.24835,0.022937,a14,p1,s57
0.54657,0.2774,-0.021981,a14,p1,s57
0.50613,0.30008,-0.049797,a14,p1,s57
0.4675,0.31752,-0.059305,a14,p1,s57
0.43073,0.3439,-0.050902,a14,p1,s57
0.40308,0.3604,-0.044938,a14,p1,s57
0.38685,0.37368,-0.050208,a14,p1,s57
0.38058,0.39856,-0.06253,a14,p1,s57
0.37127,0.42042,-0.062438,a14,p1,s57
0.3664,0.43715,-0.057075,a14,p1,s57
0.37001,0.44925,-0.036515,a14,p1,s57
0.39202,0.45768,0.004442,a14,p1,s57
0.41944,0.45731,0.05236,a14,p1,s57
0.4629,0.43646,0.083683,a14,p1,s57
0.50519,0.40938,0.10343,a14,p1,s57
0.55512,0.3701,0.11463,a14,p1,s57
0.58288,0.33977,0.11131,a14,p1,s57
0.60135,0.31734,0.096682,a14,p1,s57
0.61794,0.28756,0.093128,a14,p1,s57
0.63887,0.24659,0.09787,a14,p1,s57
0.65647,0.2038,0.096577,a14,p1,s57
0.66851,0.17283,0.088792,a14,p1,s57
0.67359,0.15229,0.083771,a14,p1,s57
0.6738,0.14372,0.070688,a14,p1,s57
0.66587,0.14927,0.057612,a14,p1,s57
0.64971,0.17245,0.031492,a14,p1,s57
0.6228,0.20302,0.004891,a14,p1,s57
0.59462,0.23747,-0.014801,a14,p1,s57
0.55156,0.27353,-0.041491,a14,p1,s57
0.50425,0.29736,-0.056033,a14,p1,s57
0.45857,0.31938,-0.072212,a14,p1,s57
0.42742,0.34134,-0.063944,a14,p1,s57
0.40993,0.35226,-0.054372,a14,p1,s57
0.40352,0.36003,-0.064261,a14,p1,s57
0.39982,0.37792,-0.086174,a14,p1,s57
0.39744,0.39687,-0.075473,a14,p1,s57
0.39147,0.40836,-0.057063,a14,p1,s57
0.38512,0.42179,-0.036317,a14,p1,s57
0.40157,0.42966,-0.013414,a14,p1,s57
0.43734,0.42343,0.020704,a14,p1,s57
0.48447,0.40182,0.053085,a14,p1,s57
0.52597,0.37131,0.085199,a14,p1,s57
0.56396,0.33583,0.11345,a14,p1,s57
0.59426,0.30234,0.11504,a14,p1,s57
0.6227,0.26609,0.09621,a14,p1,s57
0.64156,0.2231,0.10305,a14,p1,s57
0.66526,0.16578,0.099168,a14,p1,s57
0.67652,0.13585,0.091602,a14,p1,s57
0.67111,0.14793,0.10327,a14,p1,s57
0.67628,0.12208,0.10404,a14,p1,s57
0.67129,0.11591,0.096444,a14,p1,s57
0.66841,0.12333,0.085612,a14,p1,s57
0.66172,0.13624,0.074557,a14,p1,s57
0.64273,0.16459,0.056195,a14,p1,s57
0.61612,0.19281,0.013473,a14,p1,s57
0.58349,0.22598,-0.016281,a14,p1,s57
0.54612,0.25625,-0.033411,a14,p1,s57
0.5097,0.27847,-0.046253,a14,p1,s57
0.4717,0.30387,-0.047543,a14,p1,s57
0.44044,0.32171,-0.048609,a14,p1,s57
0.40824,0.33707,-0.054033,a14,p1,s57
0.39173,0.34237,-0.062744,a14,p1,s57
0.39147,0.35105,-0.079213,a14,p1,s57
0.38571,0.37422,-0.073996,a14,p1,s57
0.37892,0.39666,-0.061246,a14,p1,s57
0.37214,0.41758,-0.055755,a14,p1,s57
0.37528,0.43349,-0.035408,a14,p1,s57
0.38824,0.44222,-0.006389,a14,p1,s57
0.42299,0.43337,0.02589,a14,p1,s57
0.46382,0.41561,0.045545,a14,p1,s57
0.51241,0.38811,0.076757,a14,p1,s57
0.54735,0.36199,0.099558,a14,p1,s57
0.57239,0.33831,0.10014,a14,p1,s57
0.59944,0.30898,0.087237,a14,p1,s57
0.61727,0.27911,0.089699,a14,p1,s57
0.63765,0.23811,0.095883,a14,p1,s57
0.65504,0.19496,0.1044,a14,p1,s57
0.66639,0.16456,0.10532,a14,p1,s57
0.67348,0.14958,0.097877,a14,p1,s57
0.6729,0.14514,0.092772,a14,p1,s57
0.66799,0.14654,0.076819,a14,p1,s57
0.65676,0.16324,0.0625,a14,p1,s57
0.63721,0.19233,0.049275,a14,p1,s57
0.60881,0.22372,0.018894,a14,p1,s57
0.5798,0.25742,-0.006779,a14,p1,s57
0.53511,0.30292,-0.030389,a14,p1,s57
0.49603,0.32736,-0.044682,a14,p1,s57
0.46528,0.34611,-0.044159,a14,p1,s57
0.43501,0.36849,-0.036532,a14,p1,s57
0.41077,0.38404,-0.038391,a14,p1,s57
0.39086,0.39551,-0.050638,a14,p1,s57
0.37536,0.41938,-0.062178,a14,p1,s57
0.36377,0.44292,-0.045891,a14,p1,s57
0.35183,0.46454,-0.034615,a14,p1,s57
0.34678,0.47951,-0.022995,a14,p1,s57
0.36155,0.48851,0.004345,a14,p1,s57
0.39873,0.47885,0.042423,a14,p1,s57
0.43504,0.45766,0.073795,a14,p1,s57
0.47716,0.42784,0.10684,a14,p1,s57
0.51575,0.39563,0.13849,a14,p1,s57
0.55574,0.35734,0.15903,a14,p1,s57
0.58644,0.32713,0.14494,a14,p1,s57
0.6155,0.28951,0.11807,a14,p1,s57
0.64496,0.23385,0.11157,a14,p1,s57
0.66123,0.19071,0.10123,a14,p1,s57
0.67038,0.17191,0.095906,a14,p1,s57
0.67198,0.15824,0.097138,a14,p1,s57
0.6732,0.1447,0.098621,a14,p1,s57
0.67176,0.14237,0.093052,a14,p1,s57
0.66378,0.1541,0.078797,a14,p1,s57
0.64495,0.17625,0.064929,a14,p1,s57
0.62138,0.20922,0.039179,a14,p1,s57
0.59882,0.23902,0.015773,a14,p1,s57
0.5669,0.27194,0.002743,a14,p1,s57
0.53001,0.30322,-0.009354,a14,p1,s57
0.49378,0.32573,-0.024979,a14,p1,s57
0.45976,0.34245,-0.036847,a14,p1,s58
0.42985,0.35548,-0.044009,a14,p1,s58
0.40749,0.36507,-0.053914,a14,p1,s58
0.39411,0.37433,-0.060875,a14,p1,s58
0.38766,0.38358,-0.074771,a14,p1,s58
0.37927,0.40386,-0.073295,a14,p1,s58
0.36773,0.42572,-0.060155,a14,p1,s58
0.35841,0.44372,-0.053631,a14,p1,s58
0.36828,0.45578,-0.036444,a14,p1,s58
0.39949,0.46004,-0.004779,a14,p1,s58
0.4484,0.44037,0.05016,a14,p1,s58
0.49862,0.40549,0.084087,a14,p1,s58
